Date,Product Name,Region,Quantity Sold,Unit Price,Discount Percentage,Total Sales
2022-02-09,Laptop,South,30,335.6,0,10068.0
2023-04-27,Laptop,East,7,463.98,15,2760.681
2022-08-16,Laptop,East,9,199.9,0,1799.1000000000001
2022-07-24,Laptop,South,8,478.78,10,3447.216
2023-04-17,Monitor,East,1,488.15,20,390.52
2022-12-25,Laptop,South,4,163.2,15,554.88
2022-11-09,Keyboard,South,50,280.54,10,12624.300000000001
2022-08-22,Smartphone,West,15,16.35,0,245.25000000000003
2022-08-17,External Hard Drive,East,9,133.16,20,958.7520000000001
2022-01-25,Wireless Mouse,East,13,314.08,10,3674.736
2023-11-07,Smartwatch,North,26,392.65,20,8167.12
2022-07-17,External Hard Drive,South,24,436.36,0,10472.64
2023-02-13,External Hard Drive,West,44,416.69,0,18334.36
2022-12-03,Keyboard,West,41,456.63,10,16849.646999999997
2022-10-13,Laptop,North,42,355.27,0,14921.34
2022-03-13,Monitor,East,6,327.34,5,1865.838
2022-10-13,Keyboard,West,38,380.0,20,11552.0
2022-12-26,Monitor,East,38,277.84,0,10557.919999999998
2023-10-19,Wireless Mouse,West,17,305.66,0,5196.22
2023-06-06,USB-C Cable,West,5,390.31,5,1853.9724999999999
2023-02-14,Smartwatch,South,2,482.5,20,772.0
2023-11-27,USB-C Cable,East,5,154.15,15,655.1374999999999
2023-07-04,Keyboard,West,13,96.94,5,1197.209
2022-12-06,Laptop,South,42,344.5,5,13745.55
2022-01-29,Smartwatch,West,29,101.62,20,2357.5840000000003
2022-04-29,External Hard Drive,South,9,95.16,5,813.6179999999999
2022-09-25,Headphones,South,6,261.78,20,1256.5439999999999
2022-07-02,Smartphone,East,22,194.83,5,4071.947
2023-08-18,Printer,South,8,219.97,20,1407.808
2022-09-29,Headphones,West,3,282.73,20,678.5520000000001
2022-02-09,Laptop,North,30,73.73,15,1880.115
2022-04-22,Keyboard,West,4,296.15,0,1184.6
2023-09-03,External Hard Drive,West,11,134.96,20,1187.6480000000001
2023-03-21,Keyboard,South,37,171.98,10,5726.933999999999
2022-12-20,Laptop,West,28,357.75,15,8514.449999999999
2022-11-18,USB-C Cable,South,47,85.85,15,3429.7075
2023-03-23,Smartwatch,East,26,85.31,0,2218.06
2023-09-13,Headphones,South,32,168.09,5,5109.936
2023-06-08,Monitor,East,2,34.92,5,66.348
2022-04-29,External Hard Drive,North,25,466.87,20,9337.4
2023-01-30,Smartwatch,West,44,311.65,15,11655.71
2023-08-14,Smartwatch,East,28,334.33,20,7488.992
2022-07-14,External Hard Drive,North,12,250.37,10,2703.996
2022-09-18,Wireless Mouse,South,23,290.61,5,6349.8285000000005
2022-02-15,Smartwatch,North,14,185.46,20,2077.152
2023-12-27,USB-C Cable,East,12,394.18,20,3784.128
2023-03-23,Wireless Mouse,West,18,165.75,15,2535.975
2022-01-02,Smartphone,North,18,117.78,10,1908.036
2023-06-17,USB-C Cable,North,29,100.1,10,2612.6099999999997
2023-07-06,USB-C Cable,South,10,43.41,20,347.28
2023-12-05,Keyboard,South,3,257.52,10,695.304
2023-11-18,Keyboard,West,40,213.81,10,7697.16
2022-07-21,Wireless Mouse,South,40,273.15,15,9287.1
2023-01-08,Smartphone,East,40,55.05,15,1871.7
2023-03-18,Smartphone,East,16,118.39,10,1704.816
2022-03-13,Smartwatch,North,42,114.54,20,3848.5440000000003
2023-11-12,Monitor,South,19,172.62,5,3115.791
2022-12-05,Laptop,South,32,186.79,20,4781.824
2023-10-01,Smartphone,North,27,117.04,20,2528.0640000000003
2022-11-18,Wireless Mouse,West,36,378.8,5,12954.960000000001
2023-11-11,Laptop,South,31,269.94,15,7112.918999999999
2022-05-08,External Hard Drive,South,4,498.35,20,1594.7200000000003
2022-11-04,Headphones,West,6,413.61,10,2233.494
2023-06-04,Monitor,South,18,490.76,10,7950.312000000001
2022-11-13,Monitor,East,25,14.31,15,304.0875
2023-11-14,Printer,East,9,337.78,15,2584.0169999999994
2023-02-23,Keyboard,West,27,228.38,15,5241.321
2022-12-01,Smartphone,West,13,453.2,0,5891.599999999999
2023-02-17,Keyboard,East,42,310.71,0,13049.82
2023-12-15,USB-C Cable,East,34,314.35,10,9619.110000000002
2022-10-30,Keyboard,East,16,479.86,20,6142.2080000000005
2023-07-22,Smartwatch,East,41,344.45,0,14122.449999999999
2022-05-11,Smartwatch,West,35,167.26,20,4683.28
2022-07-16,Laptop,West,2,458.81,5,871.7389999999999
2023-03-07,Wireless Mouse,North,25,473.04,10,10643.4
2023-11-12,Smartphone,West,46,199.08,0,9157.68
2023-01-24,Smartphone,East,23,274.72,10,5686.704000000001
2023-11-25,Smartwatch,South,31,148.59,5,4375.9755
2022-06-28,Wireless Mouse,East,35,456.55,5,15180.287499999999
2023-09-23,Laptop,East,32,412.83,10,11889.503999999999
2023-08-06,USB-C Cable,West,23,193.73,0,4455.79
2022-11-05,Printer,North,37,403.38,10,13432.554
2023-02-20,Monitor,South,33,228.32,20,6027.648
2023-07-16,Printer,South,21,31.49,20,529.032
2022-01-01,Smartwatch,North,25,450.16,20,9003.2
2022-11-08,Printer,East,18,104.33,20,1502.352
2022-10-21,Monitor,West,12,261.81,20,2513.376
2022-08-04,USB-C Cable,East,2,474.62,5,901.778
2023-03-17,Headphones,South,21,92.02,0,1932.4199999999998
2023-08-17,External Hard Drive,South,39,478.58,0,18664.62
2023-09-14,Laptop,East,15,273.61,15,3488.5275
2023-11-02,Keyboard,South,2,13.59,10,24.462
2022-11-26,Monitor,West,50,42.08,5,1998.8
2023-04-22,Laptop,South,18,338.46,5,5787.665999999999
2023-03-29,USB-C Cable,West,4,389.06,10,1400.616
2023-03-29,Smartwatch,East,31,433.83,10,12103.857
2023-11-23,Printer,East,34,217.86,20,5925.792000000001
2022-08-07,External Hard Drive,West,23,60.92,5,1331.102
2023-06-08,USB-C Cable,West,50,273.5,5,12991.25
2023-04-30,Wireless Mouse,West,38,354.34,10,12118.427999999998
2022-06-23,Headphones,South,15,488.35,10,6592.725
2023-11-06,Monitor,East,11,389.85,0,4288.35
2022-03-28,Smartwatch,South,7,326.81,20,1830.1360000000002
2022-10-18,Wireless Mouse,South,16,470.48,15,6398.528
2023-06-12,Wireless Mouse,West,43,375.98,20,12933.712000000001
2023-11-11,Headphones,South,16,85.34,5,1297.168
2023-10-11,USB-C Cable,North,18,235.02,0,4230.360000000001
2023-09-27,Headphones,North,35,172.54,10,5435.01
2022-12-10,Smartphone,North,48,52.89,15,2157.9120000000003
2022-04-06,USB-C Cable,North,4,36.59,5,139.042
2022-08-29,USB-C Cable,North,49,399.17,15,16625.430500000002
2023-11-20,Keyboard,West,15,283.46,20,3401.52
2022-11-14,Laptop,South,37,291.73,0,10794.01
2022-08-19,Wireless Mouse,South,25,121.55,20,2431.0
2022-07-23,Printer,North,23,136.74,10,2830.5180000000005
2022-05-31,Monitor,South,12,200.14,0,2401.68
2022-01-26,Smartphone,North,12,318.81,20,3060.5760000000005
2022-02-17,Smartphone,South,16,222.18,15,3021.648
2022-09-08,Monitor,West,38,18.28,0,694.6400000000001
2023-05-02,External Hard Drive,East,21,339.92,0,7138.320000000001
2023-09-18,Headphones,North,48,272.07,10,11753.424
2022-03-16,External Hard Drive,West,45,324.3,10,13134.15
2023-04-12,External Hard Drive,West,23,312.99,15,6118.9545
2023-03-01,Keyboard,North,38,380.42,15,12287.566
2023-10-07,Laptop,North,2,296.95,0,593.9
2023-08-13,Monitor,West,46,353.43,5,15444.891
2022-07-19,Wireless Mouse,North,45,45.57,20,1640.5200000000002
2023-12-15,Monitor,North,23,464.74,0,10689.02
2023-01-29,Wireless Mouse,East,37,62.01,15,1950.2144999999998
2023-05-22,Printer,East,37,395.58,0,14636.46
2023-02-14,Laptop,North,10,157.66,10,1418.94
2022-09-07,Keyboard,West,37,52.39,20,1550.7440000000001
2022-06-01,Smartwatch,South,13,384.98,0,5004.74
2023-11-03,Monitor,North,32,224.46,10,6464.448
2023-12-06,Smartwatch,North,35,203.61,20,5701.080000000001
2022-01-06,Monitor,South,20,333.75,20,5340.0
2022-04-20,Monitor,South,12,242.25,5,2761.65
2023-03-12,USB-C Cable,South,32,271.4,10,7816.32
2022-08-13,Laptop,East,3,76.83,20,184.39200000000002
2022-06-30,Monitor,East,6,201.59,5,1149.0629999999999
2023-12-14,Wireless Mouse,East,4,400.77,5,1522.926
2023-06-15,Keyboard,West,15,277.4,0,4161.0
2023-04-21,Smartphone,North,39,480.47,15,15927.580500000002
2022-02-21,Smartwatch,East,15,80.6,15,1027.6499999999999
2023-07-25,Printer,West,2,341.87,20,546.9920000000001
2022-09-13,Keyboard,West,34,457.94,20,12455.968
2022-05-05,Laptop,South,31,399.56,20,9909.088000000002
2023-04-13,Monitor,South,1,367.37,0,367.37
2022-05-17,Laptop,East,22,192.83,5,4030.147
2023-04-21,Headphones,North,40,475.24,15,16158.159999999998
2023-11-15,Monitor,North,13,281.23,10,3290.391
2023-06-28,Smartwatch,North,9,281.98,15,2157.147
2023-07-27,Monitor,West,22,70.39,5,1471.1509999999998
2023-09-02,External Hard Drive,West,46,12.46,5,544.5020000000001
2022-11-21,Laptop,West,12,302.36,10,3265.4880000000003
2023-03-30,Monitor,West,21,273.2,0,5737.2
2023-09-20,USB-C Cable,North,4,474.02,15,1611.668
2023-06-01,Keyboard,North,2,159.3,20,254.88000000000002
2023-03-13,Headphones,South,10,376.67,0,3766.7000000000003
2023-07-16,Keyboard,North,38,452.74,20,13763.296
2023-04-02,Smartphone,West,46,178.49,15,6978.959000000001
2022-06-12,Laptop,West,10,212.2,10,1909.8
2023-05-02,External Hard Drive,East,50,326.51,0,16325.5
2023-04-06,Laptop,North,8,261.15,15,1775.8199999999997
2022-09-23,External Hard Drive,North,34,88.87,20,2417.264
2022-09-11,External Hard Drive,South,24,118.19,15,2411.076
2023-10-15,Headphones,South,5,419.03,5,1990.3924999999995
2022-10-11,Keyboard,West,24,105.22,5,2399.0159999999996
2023-06-18,Keyboard,East,46,98.87,15,3865.8170000000005
2023-05-12,Smartphone,North,43,401.83,20,13822.952
2023-10-04,Headphones,North,26,427.6,5,10561.72
2022-09-02,Laptop,East,38,427.18,15,13797.914
2022-10-09,Smartphone,North,7,466.86,15,2777.817
2023-03-27,USB-C Cable,South,22,497.21,20,8750.895999999999
2022-03-21,Headphones,East,20,236.02,5,4484.38
2024-01-01,Smartphone,North,21,279.34,20,4692.911999999999
2022-10-20,Smartwatch,South,9,152.42,20,1097.424
2022-08-29,Smartphone,South,11,43.01,20,378.488
2022-10-06,Laptop,West,47,58.12,5,2595.0579999999995
2022-12-10,Smartphone,North,28,365.54,5,9723.364
2022-11-24,Printer,East,41,248.72,0,10197.52
2023-07-08,Printer,South,32,172.12,10,4957.0560000000005
2022-03-24,Smartwatch,South,42,72.83,15,2600.031
2022-05-22,Smartwatch,West,21,331.18,10,6259.302
2022-06-04,Printer,East,12,59.02,20,566.592
2022-08-25,Smartwatch,West,46,313.56,0,14423.76
2023-01-28,Smartwatch,South,36,451.06,0,16238.16
2023-12-12,Keyboard,North,45,165.72,15,6338.79
2022-06-06,Keyboard,East,40,230.82,15,7847.879999999999
2023-12-25,Smartphone,North,23,312.01,10,6458.607
2022-08-08,Printer,North,15,159.78,10,2157.0299999999997
2022-03-07,Laptop,West,43,296.24,5,12101.403999999999
2023-03-01,Printer,South,38,287.12,10,9819.503999999999
2023-02-22,Printer,North,12,188.6,10,2036.8799999999999
2022-12-05,USB-C Cable,East,25,165.0,20,3300.0
2023-07-10,USB-C Cable,West,20,219.87,0,4397.4
2023-04-23,Smartwatch,East,47,12.37,10,523.251
2023-03-02,Wireless Mouse,North,45,130.63,5,5584.432499999999
2022-03-05,Keyboard,East,19,118.55,10,2027.205
2022-07-31,External Hard Drive,West,9,372.51,20,2682.072
2023-03-07,Laptop,West,12,223.7,15,2281.74
2023-02-03,USB-C Cable,South,47,421.65,20,15854.04
2023-08-22,Printer,East,1,75.81,5,72.0195
2023-12-14,Printer,West,45,369.16,15,14120.37
2022-01-21,Wireless Mouse,West,37,440.16,0,16285.92
2023-08-13,Wireless Mouse,South,26,236.8,5,5848.96
2023-01-25,Keyboard,West,50,185.78,5,8824.55
2023-05-04,USB-C Cable,North,37,159.68,10,5317.344
2022-01-07,Laptop,East,3,280.32,5,798.912
2022-12-27,Laptop,South,12,96.13,0,1153.56
2022-11-02,Smartwatch,North,39,307.25,0,11982.75
2023-02-04,Smartwatch,North,21,422.48,0,8872.08
2023-03-06,External Hard Drive,East,40,430.77,5,16369.259999999998
2023-07-06,Monitor,South,15,78.6,20,943.2
2023-07-14,Printer,West,41,273.92,5,10669.184000000001
2023-09-10,Smartwatch,South,37,138.98,10,4628.034
2022-08-14,External Hard Drive,West,7,444.3,0,3110.1
2023-05-15,Wireless Mouse,East,32,47.47,10,1367.136
2022-08-13,Printer,East,10,46.95,0,469.5
2022-10-07,Smartwatch,North,22,19.13,10,378.77399999999994
2023-03-23,Headphones,North,48,258.52,15,10547.615999999998
2023-05-13,Keyboard,North,5,25.29,15,107.48249999999999
2022-01-30,Smartwatch,East,16,295.13,0,4722.08
2023-02-03,Printer,West,23,208.52,10,4316.3640000000005
2022-12-11,External Hard Drive,East,21,299.12,5,5967.444
2023-11-16,Smartphone,East,11,454.09,20,3995.992
2023-11-27,Wireless Mouse,North,41,280.28,5,10916.905999999999
2023-02-19,Printer,South,6,276.3,5,1574.91
2022-06-19,Laptop,North,46,499.38,20,18377.184
2023-04-24,Keyboard,South,43,241.33,20,8301.752
2022-05-11,Laptop,West,41,389.85,10,14385.465
2023-09-30,External Hard Drive,West,47,189.25,20,7115.8
2023-07-01,Smartphone,West,22,119.42,15,2233.154
2022-01-28,Wireless Mouse,North,29,388.35,20,9009.720000000001
2023-02-08,Headphones,North,1,369.28,5,350.816
2023-08-30,Printer,North,17,152.59,0,2594.03
2023-08-01,Printer,East,14,237.7,15,2828.6299999999997
2023-11-10,External Hard Drive,North,16,260.1,20,3329.2800000000007
2022-01-28,External Hard Drive,East,45,204.42,20,7359.12
2022-03-27,Smartwatch,West,5,256.06,0,1280.3
2023-10-21,Smartphone,North,23,334.71,10,6928.497
2023-03-15,Keyboard,East,17,425.51,5,6871.9865
2022-05-19,Keyboard,West,7,405.2,0,2836.4
2023-04-18,USB-C Cable,West,47,310.88,10,13150.224
2022-07-06,Monitor,North,1,91.26,5,86.697
2022-02-21,Monitor,South,4,261.93,20,838.176
2022-09-24,Keyboard,South,25,228.65,10,5144.625
2023-01-24,Smartwatch,West,29,97.78,0,2835.62
2022-12-02,Wireless Mouse,South,47,474.87,15,18971.0565
2022-08-05,Keyboard,South,27,333.11,0,8993.970000000001
2023-04-11,Laptop,East,11,484.19,0,5326.09
2022-12-01,Keyboard,East,27,370.6,15,8505.27
2022-12-12,Laptop,East,32,246.92,10,7111.295999999999
2023-01-24,External Hard Drive,West,25,185.81,10,4180.725
2022-10-12,Monitor,South,23,117.22,0,2696.06
2023-03-08,USB-C Cable,North,35,248.94,0,8712.9
2022-09-16,USB-C Cable,South,25,40.8,10,917.9999999999999
2022-03-25,Smartwatch,West,7,191.02,15,1136.569
2023-04-27,Smartphone,East,31,30.98,5,912.361
2022-01-20,Keyboard,West,37,111.32,15,3501.014
2023-07-07,Laptop,East,42,454.79,20,15280.944000000001
2022-02-23,Smartwatch,West,49,187.01,0,9163.49
2022-12-25,Smartphone,North,44,240.14,10,9509.544
2022-08-18,Keyboard,East,15,232.78,15,2967.9449999999997
2023-10-28,USB-C Cable,East,11,32.75,20,288.2
2022-03-12,Monitor,South,29,490.49,20,11379.368000000002
2023-10-30,Smartphone,West,5,168.79,0,843.9499999999999
2022-02-11,Smartwatch,South,3,354.83,5,1011.2655
2022-02-01,Laptop,West,19,265.47,5,4791.7335
2022-09-11,USB-C Cable,North,2,416.53,20,666.448
2022-07-24,External Hard Drive,South,21,419.09,15,7480.7564999999995
2022-01-21,Monitor,East,17,139.02,20,1890.6720000000003
2023-09-29,Keyboard,North,7,276.73,0,1937.1100000000001
2022-06-06,Smartphone,West,5,95.19,0,475.95
2022-09-02,External Hard Drive,East,22,330.3,5,6903.27
2022-05-10,Laptop,West,11,189.0,20,1663.2
2023-04-30,Monitor,East,25,330.13,10,7427.925
2023-11-17,External Hard Drive,West,11,419.38,10,4151.862
2022-04-28,Keyboard,East,47,263.16,15,10513.242
2023-08-01,Wireless Mouse,West,5,194.4,15,826.1999999999999
2022-08-12,Keyboard,South,36,454.55,5,15545.61
2023-04-22,USB-C Cable,East,6,263.02,0,1578.12
2023-12-18,Smartphone,East,22,182.92,10,3621.816
2022-09-20,Headphones,South,39,435.18,10,15274.818000000001
2023-01-13,Keyboard,West,40,248.56,10,8948.16
2022-06-21,Printer,East,31,246.23,10,6869.817
2023-09-13,Headphones,South,46,306.06,5,13374.822
2023-09-14,Headphones,West,2,255.9,20,409.44000000000005
2022-04-28,Smartphone,East,28,78.09,10,1967.868
2022-06-17,Smartphone,East,42,91.15,0,3828.3
2022-11-15,Laptop,West,11,47.77,10,472.92300000000006
2022-04-21,USB-C Cable,South,39,325.3,15,10783.695
2023-08-16,Laptop,East,28,113.64,0,3181.92
2022-01-27,External Hard Drive,West,11,101.58,20,893.904
2022-11-16,External Hard Drive,East,4,187.49,10,674.964
2023-08-13,External Hard Drive,West,7,361.48,5,2403.842
2023-11-25,Wireless Mouse,East,22,67.98,5,1420.7820000000002
2023-01-20,Keyboard,North,14,122.87,10,1548.162
2023-02-11,Smartwatch,South,13,407.47,15,4502.543500000001
2022-07-23,Smartphone,South,27,362.93,5,9309.1545
2022-03-19,Smartwatch,North,45,245.94,0,11067.3
2023-08-30,Monitor,West,36,244.62,15,7485.371999999999
2023-12-09,Smartphone,South,47,113.24,20,4257.824
2023-10-05,Smartphone,West,47,89.01,20,3346.7760000000003
2022-09-06,Smartphone,East,35,418.35,5,13910.137499999999
2022-04-15,Smartwatch,North,17,21.0,15,303.45
2023-12-15,Smartphone,West,43,31.14,5,1272.069
2022-11-05,Printer,West,19,291.01,20,4423.352
2023-12-02,Wireless Mouse,South,20,88.95,5,1690.05
2023-09-07,Monitor,East,16,318.47,15,4331.192
2022-05-04,Keyboard,South,7,29.2,10,183.96
2023-08-03,Headphones,East,4,290.41,20,929.3120000000001
2022-02-12,Printer,South,26,37.4,10,875.16
2022-12-22,Smartwatch,West,37,136.55,15,4294.4975
2023-06-30,USB-C Cable,West,36,98.22,20,2828.7360000000003
2023-03-15,Printer,North,32,479.54,5,14578.016
2023-11-09,Headphones,West,10,303.69,5,2885.055
2023-01-15,External Hard Drive,West,4,286.17,5,1087.446
2022-03-12,Headphones,West,24,19.12,20,367.10400000000004
2023-06-03,USB-C Cable,West,1,362.58,20,290.064
2023-10-26,Printer,North,28,334.26,5,8891.315999999999
2022-12-16,Headphones,East,6,148.89,5,848.6729999999999
2022-01-13,Keyboard,North,19,52.02,10,889.5420000000001
2023-03-07,Smartwatch,North,43,230.11,20,7915.7840000000015
2023-05-17,Printer,South,41,496.46,5,19337.117
2022-04-19,Printer,East,39,434.98,15,14419.587000000001
2023-03-20,USB-C Cable,South,31,93.58,5,2755.931
2023-01-06,Monitor,North,13,416.88,20,4335.552
2023-10-13,External Hard Drive,West,7,304.41,5,2024.3265000000001
2023-04-16,External Hard Drive,East,2,399.36,10,718.8480000000001
2023-12-26,Monitor,West,14,412.02,0,5768.28
2022-06-06,Smartphone,North,11,99.12,20,872.2560000000002
2023-03-22,Headphones,North,41,333.23,20,10929.944000000001
2022-06-30,Smartwatch,North,19,139.62,0,2652.78
2023-06-19,Smartphone,East,6,364.85,5,2079.6450000000004
2023-10-29,USB-C Cable,South,31,177.91,10,4963.689
2022-10-04,Wireless Mouse,South,8,232.2,5,1764.7199999999998
2023-09-23,Printer,West,20,299.39,0,5987.799999999999
2023-07-06,Keyboard,East,26,122.61,10,2869.074
2023-05-11,External Hard Drive,West,31,198.88,15,5240.487999999999
2023-04-22,Laptop,West,32,63.2,15,1719.04
2023-03-23,External Hard Drive,South,43,109.15,10,4224.105
2023-08-30,Laptop,East,17,431.2,15,6230.839999999999
2022-10-02,USB-C Cable,North,6,257.14,10,1388.556
2022-11-27,Laptop,West,42,215.7,5,8606.429999999998
2022-09-09,Smartphone,North,35,83.28,5,2769.06
2022-03-30,USB-C Cable,East,25,57.19,0,1429.75
2022-10-13,Printer,West,12,243.18,5,2772.252
2023-04-07,External Hard Drive,North,24,311.23,5,7096.044
2022-09-07,Smartphone,North,25,29.13,0,728.25
2023-04-21,Monitor,South,24,394.1,20,7566.720000000001
2023-08-07,Laptop,East,12,256.63,20,2463.648
2023-09-17,Headphones,East,29,67.58,10,1763.838
2023-11-16,Printer,East,3,246.3,20,591.1200000000001
2023-01-24,Keyboard,West,17,73.86,20,1004.496
2022-12-11,Wireless Mouse,South,29,305.7,20,7092.24
2022-01-30,Monitor,West,30,415.49,5,11841.465
2023-05-22,Wireless Mouse,East,17,449.51,20,6113.336
2022-11-29,Monitor,West,15,389.69,5,5553.0825
2022-07-06,External Hard Drive,North,18,328.12,5,5610.852
2023-05-15,Keyboard,West,37,265.8,0,9834.6
2022-08-06,Headphones,West,4,191.48,10,689.328
2022-12-30,Monitor,East,10,31.28,0,312.8
2022-09-22,Laptop,North,49,269.61,15,11229.256500000001
2022-12-15,Keyboard,East,45,122.45,5,5234.7375
2022-10-14,Headphones,North,43,403.13,20,13867.672
2023-09-03,Wireless Mouse,North,7,396.88,20,2222.528
2023-12-20,Keyboard,North,6,196.81,15,1003.7310000000001
2022-10-10,Laptop,East,43,298.63,10,11556.981
2023-07-24,Keyboard,North,23,373.28,5,8156.167999999999
2022-01-11,Smartphone,South,35,383.15,15,11398.7125
2023-06-14,Smartphone,South,27,351.39,15,8064.400499999999
2022-07-15,Wireless Mouse,South,49,57.88,15,2410.702
2022-03-29,USB-C Cable,South,38,75.6,5,2729.1599999999994
2022-09-05,Printer,East,15,243.8,5,3474.1499999999996
2023-02-21,Smartphone,West,36,123.93,5,4238.406
2023-05-16,Printer,West,4,430.94,5,1637.572
2023-07-23,Printer,South,25,148.8,0,3720.0000000000005
2022-09-04,Smartwatch,West,34,439.62,15,12705.018
2023-12-09,Wireless Mouse,South,27,210.24,0,5676.4800000000005
2023-05-03,Laptop,South,35,102.62,10,3232.53
2023-10-24,Wireless Mouse,West,44,357.48,15,13369.752
2023-12-30,USB-C Cable,West,31,396.82,5,11686.349
2023-05-18,Headphones,North,37,293.21,5,10306.331499999998
2023-04-04,Smartphone,South,16,67.74,5,1029.648
2022-01-18,External Hard Drive,West,31,13.53,0,419.43
2022-04-06,Smartwatch,West,20,330.73,5,6283.87
2022-10-29,External Hard Drive,West,6,347.01,15,1769.751
2022-08-15,Monitor,North,26,164.79,20,3427.632
2023-02-19,Laptop,South,46,187.51,15,7331.640999999999
2023-12-10,USB-C Cable,South,3,85.84,10,231.768
2022-09-07,Headphones,East,33,329.27,15,9236.0235
2022-11-10,USB-C Cable,North,37,134.28,5,4719.941999999999
2023-11-11,Laptop,North,34,428.94,15,12396.365999999998
2023-08-19,Wireless Mouse,South,37,217.55,15,6841.9475
2023-01-13,Headphones,East,44,189.17,0,8323.48
2023-04-30,Monitor,East,40,145.02,20,4640.64
2023-07-21,Smartwatch,South,10,343.5,15,2919.75
2023-06-28,Printer,West,8,379.94,10,2735.568
2022-12-19,Laptop,North,49,212.48,15,8849.792
2023-03-12,Laptop,East,29,394.06,20,9142.192000000001
2023-07-18,Printer,West,12,246.41,20,2365.536
2022-12-05,Smartwatch,East,11,191.4,20,1684.3200000000002
2022-12-27,External Hard Drive,West,14,281.91,20,3157.3920000000003
2023-12-21,Wireless Mouse,West,13,134.35,20,1397.24
2023-04-10,External Hard Drive,North,9,160.26,0,1442.34
2022-10-05,Smartwatch,East,3,178.73,20,428.952
2022-11-10,Headphones,East,28,355.69,0,9959.32
2022-09-15,Smartphone,West,6,370.53,15,1889.7029999999997
2022-08-25,USB-C Cable,South,44,428.95,15,16042.73
2022-05-04,Monitor,East,28,333.05,0,9325.4
2022-07-17,Wireless Mouse,North,13,376.43,5,4648.9105
2022-11-20,Smartwatch,South,41,228.83,20,7505.624000000001
2022-05-03,Keyboard,East,10,352.66,20,2821.2800000000007
2023-07-03,Headphones,North,39,89.28,15,2959.632
2023-12-08,Smartwatch,South,17,115.08,0,1956.36
2022-07-09,Monitor,East,21,206.27,20,3465.3360000000002
2022-07-16,Smartphone,North,47,175.83,15,7024.4085
2022-08-10,Laptop,South,5,279.78,20,1119.12
2023-05-11,External Hard Drive,East,6,351.56,0,2109.36
2022-10-11,Keyboard,South,25,356.33,5,8462.8375
2023-08-27,Laptop,West,36,88.76,10,2875.824
2023-06-22,External Hard Drive,West,26,482.64,15,10666.344
2023-09-04,External Hard Drive,South,36,12.59,15,385.254
2022-10-17,External Hard Drive,West,21,54.63,10,1032.507
2022-04-13,External Hard Drive,West,18,81.21,10,1315.602
2022-07-18,External Hard Drive,South,34,463.67,15,13400.063
2022-10-31,Wireless Mouse,West,30,223.33,5,6364.905000000001
2022-08-21,Monitor,South,1,41.4,15,35.19
2023-01-05,Printer,South,45,118.67,10,4806.135
2022-07-03,Wireless Mouse,West,40,49.22,20,1575.04
2022-11-06,Monitor,East,38,28.5,0,1083.0
2022-01-15,Keyboard,South,34,198.32,20,5394.304
2023-12-27,USB-C Cable,South,27,492.38,5,12629.547
2023-07-01,Wireless Mouse,East,8,310.84,15,2113.712
2022-05-10,Keyboard,West,27,265.29,15,6088.405500000001
2022-10-08,Laptop,North,10,358.69,0,3586.9
2022-02-16,Keyboard,East,10,302.76,20,2422.08
2022-02-25,Headphones,North,37,473.4,0,17515.8
2023-07-21,Laptop,West,38,411.91,5,14869.951000000001
2022-10-27,Smartwatch,South,38,323.74,20,9841.696000000002
2023-12-16,Keyboard,South,49,225.1,20,8823.92
2022-05-10,Smartphone,West,7,108.84,5,723.786
2023-10-16,Wireless Mouse,West,7,331.87,15,1974.6265
2023-05-18,Keyboard,West,37,403.92,15,12703.284
2022-04-16,External Hard Drive,West,50,150.14,10,6756.299999999999
2022-01-13,Keyboard,West,7,26.47,15,157.4965
2023-08-11,Smartphone,West,19,303.76,0,5771.44
2022-10-19,Printer,West,35,262.75,5,8736.4375
2023-04-26,Printer,South,23,123.52,15,2414.816
2023-05-06,Smartphone,North,27,93.05,20,2009.88
2023-03-28,Smartphone,North,17,27.67,5,446.8705
2022-12-15,Laptop,South,25,127.24,15,2703.85
2022-07-08,Printer,East,42,10.14,0,425.88
2022-02-22,Wireless Mouse,North,32,87.15,10,2509.92
2022-09-16,USB-C Cable,East,37,498.44,10,16598.052
2023-05-05,Headphones,South,39,392.04,5,14525.082
2022-04-27,Wireless Mouse,East,31,183.03,0,5673.93
2022-03-08,Headphones,South,3,203.62,0,610.86
2023-02-15,Wireless Mouse,West,12,297.18,0,3566.16
2023-05-19,Keyboard,West,18,263.69,15,4034.457
2022-03-17,USB-C Cable,North,26,371.09,10,8683.506000000001
2023-08-14,External Hard Drive,North,10,43.62,0,436.2
2023-10-07,Monitor,East,40,54.18,20,1733.76
2023-12-04,External Hard Drive,East,39,149.4,15,4952.610000000001
2022-02-24,Printer,North,44,416.58,20,14663.616000000002
2022-06-05,USB-C Cable,West,45,458.35,20,16500.600000000002
2022-06-02,Wireless Mouse,South,26,180.57,5,4460.079
2023-07-31,Headphones,West,3,482.01,15,1229.1254999999999
2022-11-08,USB-C Cable,North,26,145.49,20,3026.1920000000005
2022-03-29,Keyboard,South,22,307.12,15,5743.144
2022-09-12,Wireless Mouse,East,45,105.32,0,4739.4
2022-05-02,Keyboard,North,16,465.56,5,7076.512
2023-07-26,USB-C Cable,West,4,291.7,10,1050.12
2023-03-03,Laptop,East,48,137.94,20,5296.896000000001
